loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,epoch
130.28052481717842,4.678326606750488,130.280517578125,104.13643397841342,3.879127025604248,104.13642883300781,0
95.91321524686592,3.939291000366211,95.91322326660156,77.95867982021598,3.610795497894287,77.95868682861328,1
72.11424494898597,3.685513734817505,72.11425018310547,66.73619753815407,3.6758220195770264,66.73619079589844,2
62.03998767941497,3.5991101264953613,62.03998947143555,61.179342402968295,3.6136701107025146,61.17933654785156,3
56.13224666506745,3.4562413692474365,56.13224792480469,55.33821608964787,3.4528913497924805,55.33821487426758,4
50.10565758638604,3.2786126136779785,50.10566711425781,48.75302855913029,3.2585880756378174,48.75302505493164,5
43.54878161230753,3.0728955268859863,43.54878234863281,41.66713349098383,3.0379104614257812,41.66713333129883,6
36.9804776125176,2.8549864292144775,36.980472564697266,34.95466708693393,2.8122572898864746,34.95466613769531,7
30.960213749907737,2.6368682384490967,30.960214614868164,29.0501779068348,2.588312864303589,29.05017852783203,8
26.09700105800185,2.440183162689209,26.097002029418945,24.879417636782623,2.398739814758301,24.87941551208496,9
22.70439967221992,2.2894556522369385,22.704397201538086,22.027985932106194,2.2387120723724365,22.02798843383789,10
20.470942714602447,2.177111864089966,20.4709415435791,20.307345614322397,2.1239078044891357,20.307344436645508,11
19.105572243623957,2.095259189605713,19.105573654174805,19.350208127221396,2.0538759231567383,19.350208282470703,12
18.32718071383099,2.0441465377807617,18.32718276977539,18.773281922451286,2.0069620609283447,18.773283004760742,13
17.846380635195,2.0092079639434814,17.84638023376465,18.370988894617835,1.9724302291870117,18.370988845825195,14
17.507171052001244,1.983253002166748,17.507169723510742,18.06310871700908,1.947120189666748,18.063108444213867,15
17.23980082800222,1.9632585048675537,17.239803314208984,17.802196174444155,1.9283275604248047,17.802196502685547,16
17.01097499270772,1.9467366933822632,17.010974884033203,17.555432993866678,1.9112776517868042,17.55543327331543,17
16.797005172108495,1.9313442707061768,16.797008514404297,17.3165996285372,1.8940258026123047,17.316598892211914,18
16.584562933722207,1.9160408973693848,16.584562301635742,17.064283832283905,1.8772213459014893,17.06428337097168,19
16.349876669950262,1.8988744020462036,16.349878311157227,16.820075882312864,1.8593385219573975,16.82007598876953,20
16.143318737384885,1.8841300010681152,16.143320083618164,16.60047298253969,1.8433698415756226,16.60047149658203,21
15.954015485630478,1.870859146118164,15.954015731811523,16.394435368027796,1.8287968635559082,16.39443588256836,22
15.775125590036081,1.8576786518096924,15.775124549865723,16.207667532632517,1.81553316116333,16.207666397094727,23
15.606255045602488,1.8454078435897827,15.606255531311035,16.03707026880841,1.803587555885315,16.03706932067871,24
15.438067274315413,1.8334439992904663,15.438067436218262,15.874980354309082,1.792525053024292,15.874979972839355,25
15.261269487336625,1.820859432220459,15.26126766204834,15.697524048561274,1.7809008359909058,15.69752311706543,26
15.08778240514356,1.8086228370666504,15.087782859802246,15.525226326875908,1.7696057558059692,15.525225639343262,27
14.924228776887405,1.7970693111419678,14.924230575561523,15.368964270658271,1.7593740224838257,15.368963241577148,28
14.77173015904981,1.7865543365478516,14.771729469299316,15.217981739931329,1.7479084730148315,15.217981338500977,29
14.62462961507398,1.7757633924484253,14.624629020690918,15.084251452601233,1.7376322746276855,15.08425235748291,30
14.495665241951166,1.766473412513733,14.495665550231934,14.96370225950729,1.7274469137191772,14.963702201843262,31
14.366832518023115,1.7565741539001465,14.366833686828613,14.85366388143495,1.717896819114685,14.853665351867676,32
14.24400587969048,1.747497797012329,14.244010925292969,14.743391014808832,1.7096999883651733,14.743391990661621,33
14.124836467033209,1.7385114431381226,14.124836921691895,14.640529220048771,1.7014687061309814,14.64052963256836,34
14.01085018113602,1.729852318763733,14.010851860046387,14.545954657709876,1.6940889358520508,14.545953750610352,35
13.899488945894463,1.721396803855896,13.89948558807373,14.452904630261799,1.6859556436538696,14.45290470123291,36
13.793470679881962,1.7135573625564575,13.793471336364746,14.368097946255705,1.6789134740829468,14.368097305297852,37
13.689906696940577,1.7064440250396729,13.689906120300293,14.283652933253798,1.6721004247665405,14.28365421295166,38
13.587697812013849,1.6992506980895996,13.587699890136719,14.20206668765046,1.6655153036117554,14.202067375183105,39
13.486137667367625,1.6921213865280151,13.486137390136719,14.123637265937273,1.6601076126098633,14.123638153076172,40
13.388507179881252,1.6852476596832275,13.388506889343262,14.031448452971702,1.6538554430007935,14.031450271606445,41
13.2911778206049,1.6787259578704834,13.291178703308105,13.964433155503384,1.6485663652420044,13.964432716369629,42
13.197870536183203,1.671664834022522,13.197871208190918,13.884511016135992,1.643507957458496,13.88451099395752,43
13.110056874918383,1.66579008102417,13.110055923461914,13.822984400460886,1.6380535364151,13.822985649108887,44
13.021015395674594,1.6592553853988647,13.021015167236328,13.742928154523982,1.632700800895691,13.742927551269531,45
12.932783200020014,1.6532198190689087,12.932780265808105,13.672193176801814,1.6282429695129395,13.672194480895996,46
12.848468372433684,1.646960973739624,12.848470687866211,13.60945870155512,1.6233621835708618,13.609458923339844,47
12.766110454603684,1.6406913995742798,12.766111373901367,13.54799682262332,1.618516206741333,13.547996520996094,48
12.685212867204534,1.634787917137146,12.68521499633789,13.479389033206674,1.6121593713760376,13.479390144348145,49
12.59838897793792,1.6277661323547363,12.598390579223633,13.413158308073532,1.6076710224151611,13.41315746307373,50
